code,company_name,sector_33,fiscal_year,decision_anchor_date,market_equity_pti,moat_p,change_p,future_p,price_p,total_equal25,total_current_weights,total_3axis_nofuture,future_return_126d
1301,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",2025,2025-06-26,53075684520.0,29.416465587522953,63.76825768094809,22.12778429073857,76.99296600234467,48.07636839038857,42.95428428406718,56.72589642360524,0.0979729190217522
1332,Nissui Corporation,"Fishery, Agriculture and Forestry",2025,2025-06-27,269794148800.37732,34.28777371747289,57.69528184425618,22.12778429073857,62.01641266119579,44.031813128415855,40.65094976270685,51.333156074308285,0.3320262781956598
1333,Umios Corporation,"Fishery, Agriculture and Forestry",2025,2025-06-24,50599712421.250305,30.651832832524224,63.24310240862275,22.12778429073857,99.09144196951934,53.77854037535122,46.50837703456243,64.32879240355544,0.3348460943641556
1375,"YUKIGUNI FACTORY CO.,LTD.","Fishery, Agriculture and Forestry",2025,2025-06-26,43535373100.0,38.198925034139755,61.16086103000137,44.343493552168816,16.617819460726846,40.0802747692592,42.545613752501936,38.65920184162266,-0.0322278473632556
1377,SAKATA SEED CORPORATION,"Fishery, Agriculture and Forestry",2025,2025-08-26,155457949500.0,65.8540658117556,52.94055360054738,22.12778429073857,47.47948417350527,47.100471969136706,46.75161605691089,55.424701195269414,0.199581035876746
1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",2025,2025-06-21,57010580480.0,53.500629635601776,66.30671039817075,22.12778429073857,52.139507620164125,48.518657986168805,47.08612792046941,57.31561588464555,0.1296951445204819
1382,"HOB Co.,Ltd.","Fishery, Agriculture and Forestry",2025,2025-09-25,2215785300.0,40.510008910313346,53.691347650730414,22.12778429073857,11.34232121922626,31.917865517752148,33.91552305588212,35.181225926756674,-0.4042626332072877
1384,"Hokuryo Co.,Ltd.","Fishery, Agriculture and Forestry",2025,2025-06-28,13339843000.0,72.56126350260448,38.966698524687914,22.12778429073857,72.30363423212192,51.489845137538225,48.993934103993176,61.2771987531381,0.9435638413913104
1401,"mbs,inc.",Construction,2025,2025-08-28,10020460000.0,77.36907952485642,53.890497109543894,22.12778429073857,22.039859320046894,43.85680506129644,46.6276623200715,51.09981198481574,0.0035587016579441
1414,"SHO-BOND Holdings Co.,Ltd.",Construction,2025,2025-09-26,62840133790.0,76.57921152940648,53.06218848714233,22.12778429073857,86.43024618991794,59.549857624301325,55.842182796316784,72.02388206882225,0.1967362208533556
1417,MIRAIT ONE Corporation,Construction,2025,2025-06-24,224362317894.0,30.139149175339053,80.78428550972596,22.12778429073857,57.97186400937866,47.75577074629556,44.57193101866157,56.298432898147894,0.4426751945419018
1418,"INTERLIFE HOLDINGS CO.,LTD.",Construction,2025,2025-05-29,6566211587.0,46.31991336903029,76.84537784108751,22.12778429073857,51.8757327080891,49.29220205223636,47.527013664415904,58.34700797273564,0.5041258770923436
1419,"Tama Home Co.,Ltd.",Construction,2025,2025-08-28,105082587500.0,29.05581829599568,22.511254606764354,22.12778429073857,11.195779601406798,21.22265919872635,22.662261367922383,20.920950834722277,0.0813792970706732
1430,First-corporation Inc.,Construction,2025,2025-08-28,11966263680.0,38.60940155752097,78.04982699301587,22.12778429073857,63.10082063305978,50.4719583685838,47.1987355976908,59.920016394532205,0.1199575436380802
1431,"Lib Work Co.,Ltd.",Construction,2025,2025-09-25,18256938500.0,47.102873334581844,76.22367672129583,22.12778429073857,12.16295427901524,39.40432215640787,41.64955960977237,45.163168111630974,-0.1646358995309076
1433,"BESTERRA CO.,LTD",Construction,2025,2025-04-26,9632124400.0,24.101057872464878,77.45380989526502,22.12778429073857,24.531066822977728,37.05342972036155,36.91176514622395,42.02864486356921,-0.0170027999178473
1443,"Giken Holdings Co.,Ltd.",Construction,2025,2025-06-26,3149507938.0,46.13101599976562,53.21139676479182,22.12778429073857,91.14888628370457,53.15477083475015,47.4528222209049,63.497099682754005,0.3144330409688232
1447,"SAAF Holdings Co.,Ltd.",Construction,2025,2025-06-28,6525709086.0,21.51607304503449,27.970260210260562,22.12778429073857,12.250879249706916,20.966249198935135,21.923354140753098,20.579070835000653,0.0973782745569746
1450,TANAKEN Inc.,Construction,2025,2025-06-21,12004344000.0,81.99212040102762,61.526146781800776,22.12778429073857,58.26494724501759,55.97774967964614,55.35725018973268,67.26107147594867,0.0289855404750043
1491,"Chugai Mining Co.,Ltd.",Nonferrous Metals,2025,2025-06-27,265152447440.0,35.330931945064506,75.44207428482585,77.13950762016412,3.28253223915592,47.798761522302605,53.09403027664843,38.01851282301543,-0.0086956217190292
1514,"Sumiseki Holdings,Inc.",Mining,2025,2025-06-28,36768053595.0,42.71804039063035,3.8273101139319223,22.12778429073857,57.327080890973036,31.50005392156847,29.00963706653961,34.62414379851177,-0.0764228185575057
1515,"Nittetsu Mining Co.,Ltd.",Mining,2025,2025-06-27,23850402332.0,43.51778821139924,51.93146979439137,22.12778429073857,98.5052754982415,54.02057944869267,47.45233052397541,64.6515111680107,0.4931428395982031
1518,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",Other Products,2025,2025-06-21,11170837200.0,56.90635124084143,3.227117399286039,22.12778429073857,99.44314185228606,45.42609869578803,39.43349128713842,53.192203497471176,0.4329394756628091
1662,"Japan Petroleum Exploration Co.,Ltd.",Mining,2025,2025-06-24,256501022220.0,77.53568902444172,61.481879253309906,22.12778429073857,92.5263774912075,63.417932514924416,59.14846843156269,77.1813152563197,0.5567688286584354
1716,DAI-ICHI CUTTER KOGYO K.K.,Construction,2025,2025-09-30,15169176000.0,65.51502129643777,14.293451056451204,22.12778429073857,62.924970691676435,41.21530683382599,39.30495004401717,47.57781434818847,0.1393939393939394
1717,Meiho Facility Works Ltd.,Services,2025,2025-06-24,11692457100.0,66.65350051057624,50.4502967718527,53.75146541617819,36.89917936694021,51.93861051638684,54.268940876030534,51.33432554978972,0.144340570413161
1719,HAZAMA ANDO CORPORATION,Construction,2025,2025-06-27,231683651359.0,41.67285226445754,68.96022570729392,22.12778429073857,56.7409144196952,47.3754441705463,44.89138455633659,55.79133079714888,0.3576931330443713
1720,"TOKYU CONSTRUCTION CO., LTD.",Construction,2025,2025-06-21,110669443905.0,29.7283543216944,36.261843978393834,22.12778429073857,43.757327080890974,32.96882741792945,31.185901640462,36.5825084603264,0.2951359581736383
1721,COMSYS Holdings Corporation,Construction,2025,2025-06-26,383906457600.0,46.780644696920994,54.86556747170684,22.12778429073857,52.78429073856975,44.139571799484045,42.30656417501004,51.4768343023992,0.4177120849383868
1723,"NIHON DENGI CO.,LTD.",Construction,2025,2025-06-26,17974987500.0,85.02010012127776,62.95219257382512,22.12778429073857,93.08323563892145,65.79582815619072,61.8448988128994,80.3518427780081,0.790061512809435
1762,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",Construction,2025,2025-06-18,98536575740.0,24.730018372673264,34.236490890812526,22.12778429073857,56.389214536928485,34.370877022788214,31.074845702265954,38.451907933471425,0.4028419407000851
1766,TOKEN CORPORATION,Construction,2025,2025-07-26,190364208000.0,53.27458156676064,71.310805848731,22.12778429073857,45.691676436107855,48.10121203558451,47.30216268484869,56.759021283866495,0.0614406620535785
1776,"SUMIKEN MITSUI ROAD CO., LTD.",Construction,2025,2025-06-28,14111077500.0,14.26621867117618,25.035563783948206,22.12778429073857,29.542790152403278,22.74308922456656,21.60851035742197,22.948190869175885,0.0802103879026956
1780,YAMAURA CORPORATION,Construction,2025,2025-06-28,23810561012.0,59.923699714227915,32.1210996444027,22.12778429073857,65.3282532239156,44.875209218321196,42.44495809617796,52.45768419418207,0.2271427160978458
1786,Oriental Shiraishi Corporation,Construction,2025,2025-06-24,48893620800.0,52.99123045322209,18.55666896856876,22.12778429073857,53.25322391559203,36.732226907030366,35.162855252669196,41.600374445794294,0.14331396498565
1799,DAIICHI KENSETSU CORPORATION,Construction,2025,2025-06-27,56298273000.0,63.86574370373644,75.37365669410705,22.12778429073857,64.88862837045721,56.56395326475982,54.374766827437846,68.04267625610024,0.2866666451707171
1801,TAISEI CORPORATION,Construction,2025,2025-06-18,1446663564612.0,25.539514226566347,81.95406877649172,22.12778429073857,45.1641266119578,43.69637347643861,41.56332574110807,50.885903205005285,0.7669138553963737
1802,OBAYASHI CORPORATION,Construction,2025,2025-06-20,1581460931166.0,28.613302408699035,82.52614427923548,22.12778429073857,52.373974208675264,46.41030129683708,43.70995821094144,54.50447363220326,0.5034944599115179
1803,SHIMIZU CORPORATION,Construction,2025,2025-06-28,1099255238343.0,25.095233052945165,63.206248773184576,22.12778429073857,42.20398593200469,38.15831301221825,36.299065286201966,43.50182258604482,0.7412743347442328
1808,HASEKO Corporation,Construction,2025,2025-06-27,596918163292.5,23.698738630188984,39.35159393011747,22.12778429073857,40.94372801875733,31.530461217450586,29.727414561621234,34.664686859687926,0.467713461512949
1810,"MATSUI CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-27,32486483000.0,34.758182181612156,67.70833233230768,22.12778429073857,65.97303634232122,47.64183378674491,43.888828476130314,56.146516952080354,0.3522853301108029
1811,THE ZENITAKA CORPORATION,Construction,2025,2025-06-26,29792838400.0,14.40048793111447,42.833164951333295,22.12778429073857,85.66822977725674,41.25741673761077,34.51700737097775,47.63396088656817,0.9350962874868828
1812,KAJIMA CORPORATION,Construction,2025,2025-06-26,1742170591791.0,22.195491486423027,41.80254704703867,22.12778429073857,42.9073856975381,32.25830213043459,30.183727349538866,35.63514141033327,0.6053787028864932
1813,Fudo Tetra Corporation,Construction,2025,2025-06-25,33890434730.0,31.213119213281438,36.87928010691549,22.12778429073857,47.80187573270809,34.5055148359109,32.39237243784109,38.631425017635,0.2117381090490226
1814,"DAISUE CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-26,22262610275.0,23.200806850540392,79.0001390964484,22.12778429073857,58.38218053927315,45.67772769425012,42.10593919738676,53.52770882875398,0.8180609741784324
1815,TEKKEN CORPORATION,Construction,2025,2025-06-26,39643944600.0,8.043167782913752,43.159217763264024,22.12778429073857,69.51934349355216,35.71237833261713,30.268991586944527,40.240576346576646,0.5947368795246466
1820,"Nishimatsu Construction Co.,Ltd.",Construction,2025,2025-06-26,190734004110.0,19.682086736345543,43.06641853835114,22.12778429073857,55.68581477139507,35.14052608420758,31.662438158422276,39.478106682030585,0.2123965207949372
1822,DAIHO CORPORATION,Construction,2025,2025-06-25,13685838273.0,29.06272968567054,62.76208491541056,22.12778429073857,97.12778429073856,52.77009579563956,45.616843065386156,62.984199630606554,0.0259403132210036
1826,"Sata Construction Co.,Ltd.",Construction,2025,2025-06-25,16727911038.0,23.65274167737572,82.49719951311641,22.12778429073857,34.87690504103165,40.78865763056559,39.58999342486814,47.008948743841266,0.069060756159148
1827,NAKANO CORPORATION,Construction,2025,2025-06-28,25120666607.0,24.710586164801423,51.120389235643906,22.12778429073857,78.81008206330597,44.19221043862247,38.65312075506887,51.54701915458376,0.577291340425033
1828,TANABE ENGINEERING CORPORATION,Construction,2025,2025-06-25,22798464100.0,57.6958627583292,58.53657227579842,22.12778429073857,66.29542790152404,51.163911806597554,48.52555136889854,60.84262097855055,0.1909801454324826
1835,"TOTETSU KOGYO CO.,LTD.",Construction,2025,2025-06-28,133446468500.0,47.62436720170074,73.58854154644673,22.12778429073857,52.78429073856975,49.031245944363945,47.24042444512894,57.99906649557241,0.226453160848852
1844,"OHMORI CO.,LTD.",Construction,2025,2025-10-29,11491017384.0,34.01763019450774,64.6761108574517,22.12778429073857,25.556858147713953,36.594595872602994,36.84618078209391,41.416866399891134,-0.1136363636363636
1847,"ICHIKEN Co.,Ltd.",Construction,2025,2025-06-27,10888350000.0,47.26607472428245,65.91942170258967,22.12778429073857,96.42438452520517,57.934416310703966,51.761670808934504,69.86996031735909,0.6458158998496275
1852,ASANUMA CORPORATION,Construction,2025,2025-06-24,59166778460.0,27.67166398454997,49.72362494590354,22.12778429073857,47.274325908558026,36.69934978243752,34.46188960534615,41.55653827967051,0.4322440593076795
1860,TODA CORPORATION,Construction,2025,2025-06-26,272306066400.0,22.473021477775365,68.33240440666205,22.12778429073857,66.64712778429075,44.89508448986668,40.460411999863304,52.484184556242724,0.4339540353529025
1861,"Kumagai Gumi Co.,Ltd.",Construction,2025,2025-06-27,44850208700.0,17.745635011857107,67.42046070420697,22.12778429073857,94.34349355216881,50.409343389742865,42.96866499965577,59.83652975607763,0.521665446631117
1866,KITANO CONSTRUCTION CORP.,Construction,2025,2025-06-26,6362465767.5,31.126822859729266,20.27707385840787,22.12778429073857,99.32590855803048,43.21439739172655,35.944536893446895,50.2432684253892,0.3823389073294418
1867,UEKI CORPORATION,Construction,2025,2025-06-26,13076328104.0,35.4160037127194,39.48028257629381,22.12778429073857,87.22157092614302,46.0614103764737,40.216442684032295,54.03928573838541,0.3632714915714297
1870,"YAHAGI CONSTRUCTION CO.,LTD.",Construction,2025,2025-06-25,72698947975.0,27.441953121704863,33.27576368547869,22.12778429073857,50.3516998827667,33.299300245172205,30.742617127517704,37.02313889665009,0.4319907286383728
1871,"PS Construction Co.,Ltd.",Construction,2025,2025-06-21,83603949156.0,51.94669555800573,64.60872378270922,22.12778429073857,51.113716295427906,47.44922998172036,46.04158234461478,55.88971187871429,0.6644801164064613
1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,2025,2025-07-25,12079456400.0,49.64542925161548,96.78165754567158,22.12778429073857,73.71043376318875,60.566326212803595,56.78394351360242,73.3791735201586,0.0775013815044942
