effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial,close,adj_close,volume,avg_trading_value_60d,history_days,daily_return_mean,annual_volatility,max_drawdown,return_12m_ex_1m,cumulative_return,price_history_days,company_name_ja,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda,dividend_yield_clean,pe_for_score,pbr_for_score,is_financial_like,ordinary_margin,net_margin,profitability_score,cash_generation_score,stability_score,competitive_position_score,score_treatment,moat_score,moat_component_profitability,moat_component_cashflow,moat_component_stability,moat_component_competitive_position,transformation_score,transformation_component_valuation_gap,transformation_component_capital_efficiency,transformation_component_shareholder_return,transformation_component_reform_signal,ai_infrastructure_exposure,automation_exposure,data_software_exposure,trust_security_exposure,intangible_investment_score,future_moat_component_ai_infrastructure,future_moat_component_intangible_asset,future_moat_component_automation,future_moat_component_data,future_moat_component_trust,future_moat_score,future_moat_category_flags,future_moat_keyword_evidence,valuation_score,bb_score,momentum_score,risk_score,adjusted_bb_score,price_available,liquid_20m_60d,operating_loss_years_3y,operating_income_years_available,ordinary_loss_years_3y,ordinary_income_years_available,net_loss_years_3y,net_income_years_available,negative_ocf_years_3y,operating_cf_years_available,investment_exclusion_reasons,investment_eligible,score_calculation_target,moat_rank,moat_percentile,transformation_rank,transformation_percentile,future_moat_rank,future_moat_percentile,valuation_rank,valuation_percentile,momentum_rank,momentum_percentile,risk_rank,risk_percentile,adjusted_bb_rank,adjusted_bb_percentile,category,score_rank,role_score_transformation,role_score_future,role_score_moat,role_score_bridge,primary_role,secondary_role,needs_financial_explanation,is_small_cap_candidate,latest_date,previous_close,target_weight,target_investment,shares,actual_investment,actual_weight,cash_remaining,max_weight_limit
20260430,8309,8309.T,"Sumitomo Mitsui Trust Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,2,TOPIX Large70,True,5468.0,5468.0,2643900.0,12596604166.666666,1222.0,0.0011813966034256,0.2731632091504134,-0.2606695465210208,0.4604328227115899,2.522715706868909,1222.0,三井住友トラストグループ株式会社,157127000000.0,150244000000.0,367694000000.0,259138000000.0,78247102000000.0,3127317000000.0,3976669000000.0,,-47585000000.0,,,23125.0,0.4183039435272186,0.4474065694311384,0.9561946705531196,0.0828627222632051,0.0399671926507898,25.308629325322823,,,3811114221568.0,-467693010944.0,12.107793,14.723067,1.0710787,0.87,0.334,696985020.0,,0.87,12.107793,1.0710787,True,2.3401070471656684,1.6492264219389412,0.4151617430380385,1.6577017456966328,0.5689073902824737,1.5742790241673623,financial_sector_relative_roe_profit_stability_valuation,0.9883693293774388,0.4151617430380385,1.6577017456966328,0.5689073902824737,1.5742790241673623,1.0977351104346007,0.1728420691620932,0.1291295170206786,4.784391102079739,-0.0580652147992656,0.0,0.0,0.0,0.0,0.0,-0.5452650101398884,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,-0.411080513804854,,,0.8589115515411094,0.5764571550115921,0.3003645875255153,-0.7585850389470676,0.6823521176588505,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,16.0,0.9923586347427408,7.0,0.9969434538970964,1074.0,0.2269485481406011,22.0,0.9893020886398368,563.0,0.7137035150280183,1602.0,0.184411614875191,12.0,0.9943963321446764,Transformation Moat,15,0.8521114738010986,0.3580120129547432,0.7169175693929741,0.7141756891607861,変わる堀,守る堀,True,False,2026-06-01,5468.0,0.04839638902198596,241981.9451099298,44,240592.0,0.0481184,548.186279296875,0.08
20260430,6356,6356.T,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,1492.0,1492.0,527500.0,5332541846.666667,1222.0,0.0018517295247381,0.5388403879290268,-0.4792169163431881,2.0098422041820996,3.8617259028626494,1222.0,日本ギア工業株式会社,9555548000.0,2105777000.0,2152900000.0,1550400000.0,15233746000.0,12561580000.0,1289921000.0,,-384305000.0,,,264.0,0.1272292937098107,0.4774873825492756,0.2203721858756818,0.1234239641828496,0.8245890406732527,0.1349918392958729,,,21241489408.0,23802957824.0,12.129095,,3.8963141,0.6,0.395,14236923.0,1256057984.0,0.6,12.129095,3.8963141,False,0.2253036665191782,0.1622512910824162,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,general_operating_margin_ocf_leverage_quality,0.1620855916222757,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,0.2645319198849592,-0.0091994918358319,0.5092445170602138,1.7731526023111672,0.591005723332248,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.3727357169046759,0.4112750044395513,3.0547758514788113,0.6006134762258731,0.6566912419648452,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,821.0,0.5822720326031584,126.0,0.936321956189506,169.0,0.8818135506877228,39.0,0.9806418746816098,60.0,0.9699439633214468,377.0,0.8084564442180336,15.0,0.9928680590932246,Future Moat,20,0.4223690675872892,0.8514266661965604,0.3417321940189163,0.4550528595525291,生まれる堀,変わる堀,False,False,2026-06-01,1492.0,0.04657637016281858,232881.85081409288,156,232752.0,0.0465504,548.186279296875,0.08
20260430,9503,9503.T,"The Kansai Electric Power Company,Incorporated",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2288.5,2288.5,4726200.0,10170685626.666666,1222.0,0.0009621231539307,0.3025433441481986,-0.44769335169837,0.4663709302025981,1.5880941736242589,1222.0,関西電力株式会社,5405733000000.0,468877000000.0,540270000000.0,451137000000.0,12563154000000.0,3107452000000.0,575299000000.0,,137673000000.0,,,31428.0,0.0312632645245176,-0.3567643205498433,0.0867369883048237,0.1451790727580023,0.2473464863998324,0.1064238651816506,,,2549534162944.0,6218482450432.0,6.7068167,6.9658785,0.73788524,3.43,0.201,1114063522.0,822817980416.0,0.0343,6.7068167,0.73788524,False,0.0999438929003707,0.0834552871923197,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,general_operating_margin_ocf_leverage_quality,0.0749957408269611,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,0.8646823918747814,2.0980208850880966,-0.2912612704526855,-0.3996754719897114,-0.6984925555987989,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",1.8129456945318805,0.5824214786773496,0.3109208616486753,-0.2169445887480186,0.635208023717019,True,True,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,,True,True,1124.0,0.4279164544065206,13.0,0.9938869077941924,305.0,0.7862964849719817,4.0,0.998471726948548,554.0,0.7182883341823739,908.0,0.5379521141110545,19.0,0.9908303616912888,Transformation Moat,24,0.8721029216304261,0.3964192245830802,0.4376552255512624,0.6357764551660505,変わる堀,生まれる堀,False,False,2026-06-01,2288.5,0.04505265511766964,225263.27558834822,98,224273.0,0.0448546,548.186279296875,0.08
20260430,4971,4971.T,MEC COMPANY LTD.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,11100.0,11100.0,335400.0,2863908933.3333335,1222.0,0.0016418289054507,0.4891852339921811,-0.607191279290515,3.435703362550969,3.178125383093156,1222.0,メック株式会社,26740510000.0,5914601000.0,7224721000.0,5766868000.0,41814028000.0,30472068000.0,3979322000.0,,-2252707000.0,,,508.0,0.2520458349051624,0.5403550527231435,0.2211850484527034,0.1892509559902531,0.7287522742367705,0.1488124946008883,,,,,,,,,,,,,,,False,0.2701788784133137,0.2156603595069802,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,general_operating_margin_ocf_leverage_quality,0.2633665575187763,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,0.222519382869513,0.0,1.0359785391336065,0.0,1.1125969143475651,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",0.0,0.2064501172537949,5.109614166478054,0.7522456099124031,0.6421869729103602,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,466.0,0.7631176770249618,151.0,0.9235863474274072,305.0,0.7862964849719817,62.0,0.5106979113601631,1.0,0.9946510443199184,320.0,0.8374936321956189,17.0,0.9918492103922568,Core Moat,22,0.3333383587832977,0.5061988585425058,0.7135517774883262,0.3613598443418187,守る堀,生まれる堀,False,True,2026-06-01,11100.0,0.045547642868692464,227738.2143434623,20,222000.0,0.0444,548.186279296875,0.08
20260430,1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Prime Market (Domestic),1050,Mining,2,ENERGY RESOURCES,6,TOPIX Small 1,False,1753.0,1753.0,2114000.0,7950185018.333333,1222.0,0.001707695548061,0.3869032163972441,-0.3492947290274684,0.9866826204211236,4.596057976887961,1222.0,石油資源開発株式会社,389104000000.0,75834000000.0,64221000000.0,82848000000.0,681598000000.0,557257000000.0,130766000000.0,,-38671000000.0,,,1653.0,0.0753391957144415,0.0207443996745932,0.1948939101114355,0.1486710799505434,0.8175742886569503,0.3360695341091327,,,448766967808.0,432063578112.0,8.396399,11.62621,0.7150951,2.52,0.175,255999402.0,85965996032.0,0.0252,8.396399,0.7150951,False,0.1650484189316995,0.2129199391422344,0.6921298865390398,1.025704014002188,-0.1637836711198467,0.2872880872040506,general_operating_margin_ocf_leverage_quality,0.5233723470060516,0.6921298865390398,1.025704014002188,-0.1637836711198467,0.2872880872040506,0.8332052111301265,1.7059801185642671,0.1088080009082623,-0.4346281597679295,-0.1126326277233455,0.0,0.0,0.0,0.0,0.0,-0.5452650101398884,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,-0.411080513804854,,,1.4022519813847998,0.4523266499506109,1.2358877538358852,-0.1885592174172702,0.5947713470759264,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,118.0,0.9403973509933776,16.0,0.9923586347427408,1074.0,0.2269485481406011,10.0,0.9954151808456444,212.0,0.8925114620478859,886.0,0.5491594498217015,30.0,0.9852266938359654,Transformation Moat,39,0.8087360399442636,0.2588744729900649,0.5242293874207021,0.5964195040128908,守る堀,変わる堀,False,True,2026-06-01,1753.0,0.04218465034002933,210923.25170014665,120,210360.0,0.042072,548.186279296875,0.08
20260430,4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,4475.0,4475.0,1908000.0,2355934975.1916504,1222.0,0.0013246777515792,0.3636943087392735,-0.4194148148153577,2.412293716401199,2.6681718907237153,1222.0,扶桑化学工業株式会社,69501527000.0,18460617000.0,16561893000.0,11622785000.0,141502071000.0,104048977000.0,22701537000.0,,-2409233000.0,,,915.0,0.0075825891225,-0.0578744997970311,0.2656145526126354,0.1117049425675756,0.7353176972229615,0.3266336436032549,,,,,,,,,,,,,,,False,0.2382953830640296,0.1672306422850249,0.6282980704940067,0.9920863975695928,-0.0181530080638578,0.478233585351686,general_operating_margin_ocf_leverage_quality,0.5599420395228661,0.6282980704940067,0.9920863975695928,-0.0181530080638578,0.478233585351686,-0.0892150090033764,0.0,-0.2140107710248624,0.0,-0.4460750450168821,1.0986122886681098,0.0,0.0,0.0,0.0,1.6228956389961116,0.0,-0.4374900164137864,-0.6316485798498609,-0.6525572050265103,0.2393676809359459,半導体・光通信・データセンター・電力,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter",0.0,0.2174891638867995,3.770220711764384,-0.0929246433583354,0.6038036993990715,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,100.0,0.9495669893020886,1520.0,0.2261844116148751,305.0,0.7862964849719817,62.0,0.5106979113601631,38.0,0.9811512990320936,794.0,0.5960264900662252,27.0,0.9867549668874172,Core Moat,34,0.3054021164310247,0.3830870384656865,0.8103578917691378,0.3942545893772435,守る堀,生まれる堀,False,True,2026-06-01,4475.0,0.04282527740852056,214126.3870426028,47,210325.0,0.042065,548.186279296875,0.08
20260430,6920,6920.T,Lasertec Corporation,Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,2,TOPIX Large70,False,38380.0,38380.0,2395600.0,170069025650.0,1222.0,0.0011701858664441,0.5691391776085571,-0.7664965808552269,1.935143535073598,0.9184169810893408,1222.0,レーザーテック株式会社,251477000000.0,122843000000.0,119444000000.0,84652000000.0,329601000000.0,209900000000.0,77874000000.0,,-24568000000.0,,,1163.0,0.2827498932083228,0.4043536909403522,0.488486024566859,0.4032968080038113,0.6368305921401938,0.3096664903748653,,,3440025272320.0,3516851552256.0,39.684425,35.14105,15.255912,0.82,1.737,89630673.0,126549000192.0,0.82,39.684425,15.255912,False,0.4749698779610063,0.3366192534506138,1.7139234868200914,0.931636856656654,-1.3072732422343551,1.079985813981028,general_operating_margin_ocf_leverage_quality,0.78732494890053,1.7139234868200914,0.931636856656654,-1.3072732422343551,1.079985813981028,0.0152425652993097,-1.040299620444031,1.5894284541708137,2.6181626365098474,1.0696737408410992,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.4722784947997788,0.4608701543299943,2.9219827639608416,1.386046800397687,0.6144637506863098,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,36.0,0.9821701477330615,751.0,0.6179317371370352,2.0,0.957208354559348,1910.0,0.0275089149261334,64.0,0.9679062659195108,116.0,0.9414161996943454,23.0,0.9887926642893532,Future Moat,29,0.1952937850438798,0.893647941077096,0.4478513370512808,0.416964473735638,生まれる堀,守る堀,False,False,2026-06-01,38380.0,0.043581350373988276,217906.7518699414,5,191900.0,0.03838,548.186279296875,0.08
20260430,3723,3723.T,NIHON FALCOM CORPORATION,Growth Market(Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",-,,False,2349.0,2349.0,14200.0,35234886.666666664,1222.0,0.0006256541239648,0.3060472156030265,-0.3234979851593452,1.0837021156526625,0.711737418539506,1222.0,日本ファルコム株式会社,2612982000.0,1340777000.0,1364655000.0,903682000.0,11495220000.0,10877198000.0,1013181000.0,,-204897000.0,,,69.0,0.0277911587196164,0.0044878948924877,0.5131214068830172,0.0830804036112976,0.946236609651664,0.3877489397171507,,,,,,,,,,,,,,,False,0.5222596252098177,0.345843178406893,1.2282952672013618,1.2098242551296832,0.3435695047058835,1.1465012638136065,general_operating_margin_ocf_leverage_quality,1.0303735610067954,1.2282952672013618,1.2098242551296832,0.3435695047058835,1.1465012638136065,-0.0605266065816973,0.0,-0.1962228730569102,0.0,-0.3026330329084865,0.0,0.0,1.6094379124341005,0.6931471805599453,0.0,-0.5452650101398884,0.0,-0.4374900164137864,1.8887661908111724,1.5320127409750823,0.1854386963944602,クラウド・SaaS・業務データ;セキュリティ・監査・信頼,"data_software: software, cloud, saas, system, data, digital; trust_security: security, cyber, inspection, quality, testing, audit",0.0,0.3496120255749523,1.408360951484392,-0.5043790269838638,0.5408860234217779,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,12.0,0.9943963321446764,1334.0,0.3209373408048904,537.0,0.6617422312786552,62.0,0.5106979113601631,185.0,0.9062659195109526,1270.0,0.3535404992358634,42.0,0.979113601630158,Discovery,58,0.3313044149950553,0.3897694104100098,0.7031601287115539,0.4589383013933506,守る堀,生まれる堀,False,False,2026-06-01,2349.0,0.03836278913574474,191813.9456787237,81,190269.0,0.0380538,548.186279296875,0.08
20260430,6419,6419.T,Mars Group Holdings Corporation,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False,2978.0,2978.0,107400.0,281123513.3333333,1222.0,0.0008704043827201,0.3067687712421579,-0.3486870403542387,0.0335855639288373,1.3042390415879486,1222.0,株式会社マースグループホールディングス,42864852000.0,12730845000.0,13086719000.0,8716277000.0,87000896000.0,78230262000.0,10651822000.0,,-3069141000.0,,,630.0,0.4190336016253766,0.7108525924872109,0.2969996257073277,0.1114182258522923,0.8991891531783764,0.2484978135466325,,,,,,,,,,,,,,,False,0.3053018589682754,0.203343219288381,0.8645145676000309,0.7137088175362366,0.3390419057465931,0.5629731777042908,general_operating_margin_ocf_leverage_quality,0.6614103197342467,0.8645145676000309,0.7137088175362366,0.3390419057465931,0.5629731777042908,0.3816155592984073,0.0,1.3546447738476013,0.0,1.9080777964920368,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6228956389961116,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.8020199648197579,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",0.0,0.5344329751908032,-0.4584490040528178,-0.4415860241627929,0.5327466772018008,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,64.0,0.9679062659195108,67.0,0.9663779928680593,169.0,0.8818135506877228,62.0,0.5106979113601631,1426.0,0.2740703005603668,1180.0,0.3993886907794192,49.0,0.9755476311767702,Future Moat,67,0.4012809265388368,0.5254628058840949,0.4962175030984452,0.5094623990643966,分散・橋渡し枠,生まれる堀,False,True,2026-06-01,2978.0,0.03778549926464687,188927.49632323434,63,187614.0,0.0375228,548.186279296875,0.08
20260430,6861,6861.T,KEYENCE CORPORATION,Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,1,TOPIX Core30,False,80220.0,80220.0,554800.0,57849066450.0,1222.0,0.0005749180330024,0.3397606898315455,-0.3977630814336361,0.167838655729867,0.53097161134115,1222.0,株式会社キーエンス,1059145000000.0,549775000000.0,561010000000.0,398656000000.0,3289224000000.0,3108552000000.0,409522000000.0,,-83430000000.0,,,12261.0,0.0715510938180177,0.04973492897524,0.5190743477049885,0.1282449191778036,0.945071542710378,0.3866533855137871,,,19455367184384.0,17934799863808.0,43.728058,42.958355,5.6043563,0.69,0.985,242525136.0,612985995264.0,0.69,43.728058,5.6043563,False,0.5296819604492303,0.3763941669931879,1.360545313560397,1.2059210812886076,0.1320250546966609,1.1625741841165491,general_operating_margin_ocf_leverage_quality,1.036590977830933,1.360545313560397,1.2059210812886076,0.1320250546966609,1.1625741841165491,-0.2240851061920483,-0.9573905341280704,0.0659958129505989,2.1188385253924453,-0.0935321212251859,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,2.1906491179855268,0.0,2.375771403005273,-0.6316485798498609,-0.6525572050265103,0.9723460085165826,半導体・光通信・データセンター・電力;電子部品・精密機器・省人化,"ai_infrastructure: semiconductor, chip, gpu, hbm, data center, datacenter; automation: robot, automation, factory, fa, control, sensor",-0.499316508214554,0.4717623431240594,-0.2197850120184116,-0.2200874457306681,0.471792586495285,True,True,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,,True,True,11.0,0.9949057564951604,1849.0,0.0585838003056546,2.0,0.957208354559348,1917.0,0.0239429444727457,1112.0,0.434029546612328,911.0,0.5364238410596026,77.0,0.9612837493632196,Core Moat,110,0.1600811835150487,0.8978480085255147,0.929177211910073,0.4333150435904604,生まれる堀,守る堀,False,False,2026-06-01,80220.0,0.033462279903307066,167311.39951653534,2,160440.0,0.032088,548.186279296875,0.08
