rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_raw,ep_raw,gross_profitability,gross_profitability_definition_status,gross_profitability_source,gross_profitability_proxy_flag,gross_profitability_proxy_note,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,distress_review_flag,anomaly_flags,anomaly_flag_bool,anomaly_penalty,gp_missing_review_flag,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,phase2_review_required,phase2_review_reasons,phase3_review_required,phase3_review_reasons,phase1_top5_flag,top100_flag,top300_flag,top1200_flag,top2000_reference_flag,phase3_priority_flag,phase3_handoff_note
53,1861,1861.T,"Kumagai Gumi Co.,Ltd.",Construction,0.951732878671953,3.0457050432770667,0.1566830647191244,0.0828373326876136,phase2_snapshot_metric_source_unverified,phase2_snapshot_metric_source_unverified,True,"Phase2 snapshot contains a gross_profitability value, but direct historical XBRL source was not confirmed for this row.",0.8333333333333334,0.0024113620108306,1539420790.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
54,4202,4202.T,Daicel Corporation,Chemicals,0.9510326750863116,1.091370244153981,0.1709877500246632,0.2024326917996488,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0419213551119177,1938201755.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
55,5233,5233.T,TAIHEIYO CEMENT CORPORATION,Glass and Ceramics Products,0.9505336024977123,1.362145359284772,0.1184849123389437,0.1512270492094485,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0424618711635711,2753052776.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
56,6440,6440.T,JUKI CORPORATION,Machinery,0.9500116241923288,1.971059522355152,0.2498271362045276,0.2170423072457999,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0575998904163797,282656406.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
57,1961,1961.T,"SANKI ENGINEERING CO.,LTD.",Construction,0.9498103758146608,0.9293605209957886,0.1502894251051941,0.2364829540079367,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0621439205955334,1726008034.3977864,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
58,6417,6417.T,"SANKYO CO.,LTD.",Machinery,0.9497140415944114,0.8237260682202047,0.1675610369474735,0.333605576328521,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0035049329864446,2076866637.5,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
59,7917,7917.T,ZACROS Corporation,Chemicals,0.949674956324162,4.338036065132955,0.3208238202199227,0.2256603822616062,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0058117900177939,238887251.66666663,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
60,5393,5393.T,NICHIAS CORPORATION,Glass and Ceramics Products,0.9493374582170688,0.955548083392607,0.1420911664336826,0.2448519948519948,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0032354199147339,2331036960.592448,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
61,7649,7649.T,"SUGI HOLDINGS Co.,LTD.",Retail Trade,0.9492256074209257,0.5816520826533422,0.090073032291746,0.5227154743829466,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0753364473431632,2393207116.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
62,7552,7552.T,HAPPINET CORPORATION,Wholesale Trade,0.9484991509331058,0.884905661906876,0.1159380280562716,0.3699239205612094,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0921968603507517,648253933.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
63,4318,4318.T,"QUICK CO.,LTD.",Services,0.948122795853516,1.2985904460495588,0.2608370162332741,0.850938253822331,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0243737245929763,132203401.66666669,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
64,2664,2664.T,CAWACHI LIMITED,Retail Trade,0.948035200011343,1.5593440148400604,0.0681486779389143,0.3342518324056492,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0123471141210957,400199793.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
65,8194,8194.T,LIFE CORPORATION,Retail Trade,0.9479996502868931,0.740864547895805,0.0896559756740959,0.852329436696746,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.1642203039499328,477797628.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
66,6369,6369.T,TOYO KANETSU K.K.,Machinery,0.9475302954476614,2.2203929521027295,0.2077213586998878,0.1963491310279376,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0245331678083457,329005731.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
67,8218,8218.T,"KOMERI CO.,LTD.",Retail Trade,0.947410814930544,1.5069430685806602,0.0839318272376056,0.3366799341024825,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.024755369237089,345641491.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
68,9104,9104.T,"Mitsui O.S.K.Lines,Ltd.",Marine Transportation,0.947350533257788,1.4728756301975552,0.2305752586651844,0.0568779194103095,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0129072208515858,31165115151.666668,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
69,5410,5410.T,"Godo Steel,Ltd.",Iron and Steel,0.9467916360438228,3.543764964759882,0.298414838367115,0.1425879075696709,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0296815830177609,409730553.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
70,6770,6770.T,"ALPS ALPINE CO.,LTD.",Electric Appliances,0.9467098565853882,0.912588054476894,0.0954504093656446,0.2364863679012845,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0299149530609404,3605413966.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
71,2267,2267.T,"YAKULT HONSHA CO.,LTD.",Foods,0.9466190902028716,0.7837608494669953,0.0681700063568236,0.3419115903077227,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0352650177927348,4761358286.666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
72,6430,6430.T,"DAIKOKU DENKI CO.,LTD.",Machinery,0.9463890451018464,1.4680010753754904,0.2504875349508444,0.4661222776211255,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0010428298740779,161995896.66666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,True,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
73,6676,6676.T,BUFFALO INC.,Electric Appliances,0.9463845670489271,1.2518549409299973,0.1669436413443516,0.4161266794219934,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0759991283504031,192503180.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
74,3391,3391.T,TSURUHA HOLDINGS INC.,Retail Trade,0.9463836281390964,1.0160114382977483,0.0514479246487493,0.2694139070778122,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0351590947693832,5370741455.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
75,7803,7803.T,Bushiroad Inc.,Other Products,0.9461874584572638,1.4416281315483317,0.2051146799188709,0.4013605395783348,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0443112124392795,159848943.33333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,True,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
76,4569,4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,0.9461427083403156,2.023624905492668,0.1329629653778107,0.3074869072090405,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0316512118331147,238764530.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
77,5463,5463.T,Maruichi Steel Tube Ltd.,Iron and Steel,0.945520995557634,2.6031418316717323,0.2047845045798145,0.1029147107608884,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0003625039904673,926629076.6666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
78,6104,6104.T,"SHIBAURA MACHINE CO.,LTD.",Machinery,0.945357200117282,1.231885103194753,0.1324393975040266,0.2682621350954626,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0188436301153542,627628233.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
79,9274,9274.T,"KPP GROUP HOLDINGS CO.,LTD.",Wholesale Trade,0.944817564113154,1.3190651041412866,0.1222739202966637,0.3667703495391083,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0091214863113105,270670861.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
80,8242,8242.T,H2O RETAILING CORPORATION,Retail Trade,0.9447581452449136,1.0340400969264516,0.1177259038307273,0.2764124549101711,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0098639180022793,945686011.6666666,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
81,4849,4849.T,en Inc.,Services,0.9443378163125328,0.9300906506250386,0.1469283682134656,0.9208844086965684,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0081385248687639,236035853.33333337,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
82,6310,6310.T,"ISEKI & CO.,LTD.",Machinery,0.9442346539531244,1.9241062540789584,0.0710978212414038,0.2657405418307674,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0989299987728791,292670353.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
83,4633,4633.T,SAKATA INX CORPORATION,Chemicals,0.9442287796824316,1.105737790644816,0.1149969399798013,0.285273438883576,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0171996763045062,551415293.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
84,2681,2681.T,GEO HOLDINGS CORPORATION,Retail Trade,0.9441550456585228,1.1161655838869795,0.0571968701643661,0.6751039330398289,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0139523734739591,374649705.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
85,3333,3333.T,"ASAHI CO.,LTD.",Retail Trade,0.9441535764104128,1.2312420551992873,0.0695601177886431,0.691742225881895,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0729406778259452,224447166.66666663,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
86,3861,3861.T,Oji Holdings Corporation,Pulp and Paper,0.9440694631127288,1.7100859762120166,0.0723712685743478,0.1257590553034619,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0172837995800646,3960281667.903646,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
87,4042,4042.T,TOSOH CORPORATION,Chemicals,0.9437130953518532,1.0710643563818367,0.0848443132960065,0.1951377912119207,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0265614976347283,3747044575.8333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
88,8227,8227.T,"SHIMAMURA Co.,Ltd.",Retail Trade,0.9436372980667536,0.7090697487657511,0.064088067879215,0.4368575270971936,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0063355271918816,2906437450.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
89,3134,3134.T,Hamee Corp.,Retail Trade,0.9435894571195192,1.686078356851542,0.2038620670469535,0.7952267744640035,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0265300414526736,90865578.33333331,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
90,4521,4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.9435409573108292,1.0235823318430946,0.1096981169143823,0.3073804497379504,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0736427792125288,515517875.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
91,9948,9948.T,"ARCS COMPANY,LIMITED",Retail Trade,0.943482983272506,1.1415347904936295,0.0740994838054312,0.5248009736826353,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0465223115109294,274269908.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
92,7280,7280.T,MITSUBA Corporation,Electric Appliances,0.9430234536436218,1.947709578353597,0.271115355787816,0.15949348493529,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0636101610670781,401115181.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
93,8088,8088.T,IWATANI  CORPORATION,Wholesale Trade,0.9426417517924492,0.8831789677252955,0.0928848715574843,0.2686455077654742,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0124763782641942,2687886657.5,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
94,9842,9842.T,ARCLANDS CORPORATION,Retail Trade,0.9424661989999432,1.1778426978400742,0.0696389498359479,0.4217230433288178,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0442146236880373,359585696.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
95,2734,2734.T,SALA CORPORATION,Retail Trade,0.9419791661625012,1.4609311671228422,0.0940571927148246,0.2758401743617917,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0477535434721669,360192615.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
96,1925,1925.T,"DAIWA HOUSE INDUSTRY CO.,LTD.",Construction,0.9419656872449944,1.040679997680401,0.1263631277852053,0.1561944317206063,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0133525298158498,9620377458.333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
97,7595,7595.T,ARGO GRAPHICS Inc.,Information & Communication,0.9414507502057248,2.159705644014021,0.2756420917463322,0.2065941209695556,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0143264817757121,319902865.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
98,8281,8281.T,"XEBIO holdings CO.,LTD.",Retail Trade,0.9409658063774884,2.839494526849039,0.0227613393961009,0.4788756563819199,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0535830457400317,152692603.33333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
99,2491,2491.T,"ValueCommerce Co.,Ltd.",Services,0.9408974052646728,1.9673513104445504,0.0469036122869974,0.4552100111510345,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0803716348575586,170931293.33333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
100,5947,5947.T,RINNAI CORPORATION,Metal Products,0.9406144604348736,0.9799956703305742,0.0789314668006302,0.2572792646055135,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0343236397859545,1455609815.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
