rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_raw,ep_raw,gross_profitability,gross_profitability_definition_status,gross_profitability_source,gross_profitability_proxy_flag,gross_profitability_proxy_note,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,distress_review_flag,anomaly_flags,anomaly_flag_bool,anomaly_penalty,gp_missing_review_flag,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,phase2_review_required,phase2_review_reasons,phase3_review_required,phase3_review_reasons,phase1_top5_flag,top100_flag,top300_flag,top1200_flag,top2000_reference_flag,phase3_priority_flag,phase3_handoff_note
106,8061,8061.T,SEIKA CORPORATION,Wholesale Trade,0.9391970075252204,1.242915463991396,0.205653266714921,0.1950159418835354,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0015076025089085,724336140.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
107,9989,9989.T,"SUNDRUG CO.,LTD.",Retail Trade,0.938709715991886,0.6444104110253505,0.0730260554229943,0.4346836149407783,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0227109662083328,1789926436.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
108,8173,8173.T,Joshin Corporation,Retail Trade,0.9386969508869888,1.2884751685173856,0.0419417656249819,0.4183649662523075,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.053020886148411,359923850.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
109,4540,4540.T,TSUMURA & CO.,Pharmaceutical,0.9385724802621788,1.1580357383101123,0.1211077149849444,0.1950622335156552,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0015683919725217,1211252031.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
110,2733,2733.T,ARATA CORPORATION,Wholesale Trade,0.9383870156302972,1.3949156080552183,0.1240688256278769,0.3086697377200636,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0018832391713747,256909288.33333337,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
111,8282,8282.T,K'S HOLDINGS CORPORATION,Retail Trade,0.937876741616391,0.7669909627607371,0.0290760450226302,0.4833965013887509,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0619063494257626,1411873930.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
112,2433,2433.T,HAKUHODO DY HOLDINGS INCORPORATED,Services,0.9377333374949984,0.9960339045325776,0.0301327210640666,0.380500308991412,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0670735011665519,1050303739.1666666,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
113,8037,8037.T,KAMEI CORPORATION,Wholesale Trade,0.9376015682065996,1.5722567592460746,0.1071827955997696,0.2900969723426148,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0837228041901692,185679500.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
114,7912,7912.T,"Dai Nippon Printing Co.,Ltd.",Other Products,0.937525823675502,1.0201257969945152,0.0958326383154823,0.1763850752774739,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0099001747013721,5125957500.833333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
115,3087,3087.T,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Retail Trade,0.9373600938865032,0.9627624285949304,0.0662826095515031,0.6825506680459837,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0018104409454034,371988901.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
116,2001,2001.T,NIPPN CORPORATION,Foods,0.9364096204670964,1.182607118325566,0.1203170944412222,0.2494577006507592,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0160551100750968,587806231.6666666,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
117,9934,9934.T,"INABA DENKISANGYO CO.,LTD.",Wholesale Trade,0.9363347074859816,1.1388876800512058,0.123635165812648,0.2332973693737611,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0165983988599676,532289361.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
118,2593,2593.T,"ITO EN,LTD.",Foods,0.9362700972866156,0.6934492453687575,0.057144117536937,0.5212972797288434,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0101275608813297,1507178258.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
119,9832,9832.T,"AUTOBACS SEVEN CO.,LTD.",Wholesale Trade,0.9361766443188034,1.1547090648686182,0.0712970261402779,0.3873120918613315,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0198715252010077,455908010.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
120,3048,3048.T,BIC CAMERA INC.,Retail Trade,0.9359374428311832,0.7059480180837249,0.0679955881929372,0.5207210232485623,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0100538279270519,891480108.3333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
121,2792,2792.T,"HONEYS HOLDINGS CO.,LTD.",Retail Trade,0.935898095476314,1.2209874209982614,0.1128694970299521,0.5915147318703415,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0120890288945393,156530006.66666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
122,8011,8011.T,SANYO SHOKAI LTD.,Textiles and Apparels,0.9357458623082708,1.0847300873304335,0.109101215440023,0.5944388777555111,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0533974353490679,234527183.33333337,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
123,6302,6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery,0.9356935128187048,1.113332001441348,0.0534469059234131,0.1949691738594328,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0236439349455095,4214246596.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
124,6419,6419.T,Mars Group Holdings Corporation,Machinery,0.9352348553934428,1.4243868130896205,0.1587026516418462,0.2396333941204467,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0226435415364907,281123513.3333333,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
125,7581,7581.T,"SAIZERIYA CO.,LTD.",Retail Trade,0.9347522580451564,0.4457400572055082,0.0424749865449123,0.7515728977616455,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0785855025448269,2746001683.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
126,2288,2288.T,"MARUDAI FOOD CO.,LTD.",Foods,0.9344622065748815,1.2458779308370531,0.1033226925793052,0.3068144227588488,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0013265276696369,313430735.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
127,6794,6794.T,"Foster Electric Company,Limited",Electric Appliances,0.9343511630425492,1.1159323840996305,0.0943325013693799,0.2258158126298841,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0860893340268069,557762190.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
128,1980,1980.T,"DAI-DAN CO.,LTD.",Construction,0.9342203005865172,1.031508979804418,0.1653724082780776,0.1920449214849356,phase2_snapshot_metric_source_unverified,phase2_snapshot_metric_source_unverified,True,"Phase2 snapshot contains a gross_profitability value, but direct historical XBRL source was not confirmed for this row.",0.5,0.0271695462696415,1721383641.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
129,3349,3349.T,COSMOS Pharmaceutical Corporation,Retail Trade,0.9340817959238568,0.5572896131448768,0.0670531984634762,0.4064391954340597,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.042922158272088,2960785696.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
130,5423,5423.T,"TOKYO STEEL MANUFACTURING CO.,LTD.",Iron and Steel,0.933737423496106,1.1816233025451932,0.1193511699037992,0.1980489669696525,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0053514298921264,964738555.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
131,8214,8214.T,AOKI Holdings Inc.,Retail Trade,0.9337019595849996,1.0530684922944171,0.0709306159084476,0.3463446878648444,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0518300543572063,389855761.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
132,2678,2678.T,ASKUL Corporation,Retail Trade,0.933443057366962,0.7197919356784274,0.0836157737572141,0.5160109227243592,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0147352413963011,586196151.6666666,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
133,2659,2659.T,"SAN-A CO.,LTD.",Retail Trade,0.9332907998165249,0.8381621692111931,0.0606342045645145,0.4130564983030545,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0963155318620536,695597795.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
134,9202,9202.T,ANA HOLDINGS INC.,Air Transportation,0.933092952711088,0.9945097324415596,0.1179077441730312,0.1151749717165838,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0608125179064584,9395589111.666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
135,3941,3941.T,"Rengo Co.,Ltd.",Pulp and Paper,0.9329507867673696,1.4187979895088514,0.0866774721083711,0.1336385576533601,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0351145909604139,1438263301.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
136,9470,9470.T,"GAKKEN HOLDINGS CO.,LTD.",Information & Communication,0.932935039428618,1.52597030210713,0.1215213356220572,0.3947943158469474,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0228300013337878,121937936.66666669,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,True,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
137,6814,6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,0.9328742892228292,0.4655885756400852,0.0870113123636959,0.4126793242975581,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0347021137634351,2906114066.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
138,4651,4651.T,SANIX HOLDINGS INCORPORATED,Services,0.9328664141305262,0.8864321719046249,0.1297834320517194,0.453035056608921,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0314860092366204,307577845.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
139,2685,2685.T,"and ST HD Co.,Ltd.",Retail Trade,0.9328174060099526,0.5414170118514697,0.0628475951574161,1.1421381226106329,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0778247326269011,655337998.3333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
140,6460,6460.T,SEGA SAMMY HOLDINGS INC.,Machinery,0.9326760648239778,0.7376935462086935,0.0871033736676536,0.2988754251469888,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0372690797684888,2637196344.1666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
141,6588,6588.T,TOSHIBA TEC CORPORATION,Electric Appliances,0.9326510911807926,0.6848655359687531,0.1805804853149058,0.6577600318733381,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0164268585131894,352472765.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
142,4613,4613.T,"KANSAI PAINT CO.,LTD.",Chemicals,0.9324166322522732,0.8273662193742193,0.1069260606646498,0.2346890030759743,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0134917177960461,3023000225.8333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
143,4751,4751.T,"CyberAgent,Inc.",Services,0.9324118664886714,0.4015090602001421,0.0611174734647609,0.4739214088541573,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0697006901582157,5048035577.5,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
144,7911,7911.T,TOPPAN Holdings Inc.,Other Products,0.93211368169112,1.0891854252634172,0.0763907322435681,0.1642265257623295,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0140255385335492,8475929190.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
145,3148,3148.T,"CREATE SD HOLDINGS CO.,LTD.",Retail Trade,0.9318744363634496,0.6860893892431892,0.0754015699991551,0.5039714914969078,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0350519377894323,644299083.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
146,3407,3407.T,ASAHI KASEI CORPORATION,Chemicals,0.9314829603401156,0.7980797578755279,0.0585459085139145,0.2386572670846435,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0419604519126474,9208645430.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
147,2929,2929.T,"Pharma Foods International Co.,Ltd.",Foods,0.930796172805462,0.8727181247274739,0.146932021738797,1.44792928736645,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.1040940766550522,187330905.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
148,2726,2726.T,"PAL GROUP Holdings CO.,LTD",Retail Trade,0.9307435832021256,0.3656750597813177,0.0758493430602375,0.8088464157183154,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0221429142994318,1488770916.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
149,2002,2002.T,NISSHIN SEIFUN GROUP INC.,Foods,0.9307101021837458,0.905364777781256,0.0647268170915106,0.2408203993096226,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0238540226365135,1916750076.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
150,7240,7240.T,NOK CORPORATION,Transportation Equipment,0.9305806929739604,1.317035445261267,0.0879451743697778,0.1513920061602351,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0539856924139108,993844125.8333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
151,7988,7988.T,NIFCO INC.,Chemicals,0.9303392777896812,0.6783691390819069,0.1114888636579567,0.2822419276702403,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0221225143741096,1597828465.0,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
152,2296,2296.T,ITOHAM YONEKYU HOLDINGS INC.,Foods,0.9300466063106996,1.054689814910892,0.0485134181657333,0.2853735152855726,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0067858675809156,1231731283.3333333,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
153,5019,5019.T,"Idemitsu Kosan Co.,Ltd.",Oil and Coal Products,0.9299807233716616,1.0568100544617998,0.0632827493236875,0.1443617600018092,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0761527443989153,7145332335.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
154,2379,2379.T,dip Corporation,Services,0.9299627362330708,0.4545114267440464,0.0646274320329389,0.971554483506279,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0797376242962509,831188383.3333334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
155,5210,5210.T,"Nihon Yamamura Glass Co.,Ltd.",Glass and Ceramics Products,0.9298692424004916,1.969799159694988,0.1004153092424095,0.1493152562386007,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.041058852786023,408525683.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
156,3002,3002.T,GUNZE LIMITED,Textiles and Apparels,0.9298468821660628,0.9712837155565194,0.0508193443609195,0.2704334375019571,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0325946376162761,1160320833.3333333,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
157,6039,6039.T,"Japan Animal Referral Medical Center Co.,Ltd.",Services,0.9296012017961156,1.6266100138769692,0.2042735983759178,0.2093435944196975,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.097170269728149,185675618.33333337,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
158,9699,9699.T,"NISHIO HOLDINGS CO.,LTD.",Services,0.9293187477768948,1.354737694872295,0.1175421253411569,0.293005136899896,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0667989924193331,172423258.33333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,False,True,True,True,medium_high,Top300 and normalization robust. Review after high priority group.
